,Name,Year,Game,FGp,FTp,3Pp,ORBp,ASTp,BLKp,DRBp,STLp
286,Allen Leavell,1984,82.0,0.48,0.83,0.16,1.7,29.7,0.3,4.6,2.4
287,Allen Leavell,1985,42.0,0.42,0.77,0.22,1.7,24.4,0.4,6.0,2.0
288,Allen Leavell,1986,74.0,0.46,0.85,0.36,0.5,25.4,0.4,5.6,2.3
289,Allen Leavell,1987,53.0,0.41,0.84,0.32,1.3,25.4,0.5,4.3,2.2
290,Allen Leavell,1988,80.0,0.44,0.87,0.22,1.1,25.3,0.2,6.1,2.7
291,Allen Leavell,1989,55.0,0.35,0.73,0.12,2.3,26.8,0.5,6.8,1.9
292,Alonzo Bradley,1980,22.0,0.35,0.67,1.0,2.2,4.3,0.0,4.7,1.5
293,Alonzo Gee,2010,11.0,0.48,0.62,0.78,9.3,6.4,0.4,11.6,2.0
294,Alonzo Gee,2011,35.67,0.45,0.75,0.23,7.1,5.6,0.83,12.03,2.1
295,Alonzo Gee,2012,63.0,0.41,0.79,0.32,6.1,10.6,0.7,14.3,2.4
296,Alonzo Gee,2013,82.0,0.41,0.8,0.32,3.3,8.2,0.9,11.7,2.2
297,Alonzo Gee,2014,65.0,0.42,0.7,0.33,3.8,6.9,1.2,12.8,2.0
298,Alonzo Gee,2015,36.0,0.46,0.65,0.35,5.87,5.83,0.73,9.87,2.6
299,Alonzo Gee,2016,73.0,0.52,0.67,0.28,3.9,6.2,0.7,13.0,1.9
300,Alonzo Gee,2017,13.0,0.21,0.56,0.0,5.0,8.2,0.9,13.5,2.7
301,Alonzo Mourning,1993,78.0,0.51,0.78,0.0,11.2,4.3,5.8,21.0,0.5
302,Alonzo Mourning,1994,60.0,0.5,0.76,0.0,10.0,6.6,5.7,23.0,0.7
303,Alonzo Mourning,1995,77.0,0.52,0.76,0.32,8.4,6.6,5.5,21.6,0.9
304,Alonzo Mourning,1996,70.0,0.52,0.68,0.3,9.7,11.4,5.5,21.7,1.4
305,Alonzo Mourning,1997,66.0,0.53,0.64,0.11,9.8,8.8,6.3,23.4,1.3
306,Alonzo Mourning,1999,46.0,0.51,0.65,0.0,12.3,8.7,7.7,22.0,1.1
307,Alonzo Mourning,2000,79.0,0.55,0.71,0.0,9.5,8.7,7.8,21.6,0.8
308,Alonzo Mourning,2001,13.0,0.52,0.56,0.0,13.6,8.9,7.8,25.6,0.7
309,Alonzo Mourning,2002,75.0,0.52,0.66,0.33,8.7,6.8,5.8,21.3,0.6
310,Alonzo Mourning,2006,65.0,0.6,0.59,0.0,11.8,1.4,10.2,20.3,0.5
311,Alphonso Ford,1994,6.0,0.54,0.5,1.0,0.0,15.3,0.0,0.0,6.3
312,Alphonso Ford,1995,5.0,0.23,0.5,0.0,9.4,14.1,0.0,14.4,0.5
313,Alton Lister,1985,81.0,0.54,0.59,0.0,11.7,8.1,4.7,22.6,1.1
314,Alton Lister,1986,81.0,0.55,0.6,0.0,12.4,7.6,4.6,23.9,1.3
315,Alton Lister,1987,75.0,0.5,0.68,0.0,10.6,6.4,4.5,23.0,0.7
316,Alton Lister,1988,82.0,0.5,0.61,0.5,12.1,4.0,4.8,27.2,0.7
317,Alton Lister,1990,3.0,0.5,0.57,0.0,14.0,6.4,0.0,7.6,1.1
318,Alton Lister,1991,77.0,0.48,0.57,0.0,8.6,7.7,3.4,25.7,0.6
319,Alton Lister,1995,60.0,0.49,0.5,0.0,10.1,2.3,5.5,27.0,1.1
320,Alvan Adams,1980,75.0,0.53,0.8,0.0,8.2,21.6,1.4,22.4,2.3
321,Alvan Adams,1982,79.0,0.49,0.78,0.0,6.6,22.1,1.9,20.2,2.3
322,Alvan Adams,1983,80.0,0.49,0.83,0.33,7.6,21.8,1.7,16.7,2.2
323,Alvan Adams,1984,70.0,0.46,0.82,0.0,9.5,20.3,1.2,16.3,2.4
324,Alvan Adams,1986,78.0,0.5,0.78,0.0,8.9,22.5,1.3,18.1,2.4
325,Alvan Adams,1987,68.0,0.5,0.79,0.0,6.2,18.4,1.3,16.1,1.7
326,Alvan Adams,1988,82.0,0.5,0.84,0.5,8.0,14.9,1.4,17.0,2.4
327,Alvin Robertson,1985,79.0,0.5,0.73,0.36,8.0,21.5,0.8,9.7,3.5
328,Alvin Robertson,1986,82.0,0.51,0.8,0.28,7.5,21.8,0.8,12.8,4.8
329,Alvin Robertson,1987,81.0,0.47,0.75,0.27,7.3,23.2,0.7,10.1,4.6
330,Alvin Robertson,1988,82.0,0.46,0.75,0.28,5.9,26.1,1.3,12.2,3.8
331,Alvin Robertson,1989,65.0,0.48,0.72,0.2,7.2,25.5,0.9,11.4,4.0
332,Alvin Robertson,1990,81.0,0.5,0.74,0.15,10.0,25.6,0.4,14.7,3.9
333,Alvin Robertson,1991,81.0,0.48,0.76,0.36,8.6,25.4,0.4,12.5,4.7
334,Alvin Robertson,1992,82.0,0.43,0.76,0.32,7.8,21.7,0.8,8.5,4.3
335,Alvin Robertson,1993,46.0,0.46,0.66,0.33,5.9,18.53,0.6,9.4,3.9
336,Alvin Robertson,1996,77.0,0.47,0.68,0.27,5.3,19.7,1.1,11.2,3.5
337,Alvin Scott,1980,79.0,0.42,0.78,0.33,7.7,9.3,2.2,11.5,1.7
338,Alvin Scott,1981,82.0,0.5,0.76,0.17,8.0,10.2,2.8,12.7,1.9
339,Alvin Scott,1982,81.0,0.5,0.73,0.0,6.3,11.0,2.3,12.2,1.6
340,Alvin Scott,1983,81.0,0.48,0.74,0.0,6.1,10.8,1.5,15.2,2.0
341,Alvin Scott,1984,65.0,0.44,0.78,0.5,4.6,7.6,1.6,11.4,1.2
342,Alvin Scott,1985,77.0,0.43,0.72,0.2,4.3,12.9,1.1,10.4,1.5
343,Alvin Sims,1999,4.0,0.4,0.4,1.0,13.7,34.2,0.0,4.7,4.3
344,Alvin Williams,1998,36.0,0.42,0.7,0.37,2.63,15.4,0.23,6.77,1.93
345,Alvin Williams,1999,50.0,0.4,0.85,0.33,2.1,20.7,0.9,7.0,2.6
346,Alvin Williams,2000,55.0,0.4,0.74,0.29,3.8,26.6,1.0,8.6,2.3
347,Alvin Williams,2001,82.0,0.43,0.75,0.31,2.3,27.2,0.8,7.8,2.7
348,Alvin Williams,2002,82.0,0.42,0.74,0.32,2.2,26.6,0.7,9.0,2.5
349,Alvin Williams,2003,78.0,0.44,0.78,0.33,2.3,27.7,0.6,8.6,2.2
350,Alvin Williams,2004,56.0,0.4,0.78,0.29,1.2,23.6,0.4,8.8,1.8
351,Alvin Williams,2006,1.0,0.0,0.5,0.0,0.0,0.0,0.0,38.3,0.0
352,Alvin Williams,2007,2.0,0.0,0.5,0.0,12.1,41.1,0.0,0.0,10.6
353,Amal McCaskill,1997,17.0,0.31,0.67,0.0,4.2,10.3,3.6,19.9,1.5
354,Amal McCaskill,2004,59.0,0.4,0.7,0.0,9.0,5.2,2.5,15.6,1.0
355,Amar'e Stoudemire,2003,82.0,0.47,0.66,0.2,10.9,5.0,2.5,20.9,1.3
356,Amar'e Stoudemire,2004,55.0,0.48,0.71,0.2,8.8,7.0,3.3,19.2,1.6
357,Amar'e Stoudemire,2005,80.0,0.56,0.73,0.19,8.5,7.7,3.0,17.4,1.3
358,Amar'e Stoudemire,2006,3.0,0.33,0.89,0.0,13.6,5.9,4.2,21.7,1.0
359,Amar'e Stoudemire,2007,82.0,0.57,0.78,0.0,10.1,5.0,2.9,23.3,1.5
360,Amar'e Stoudemire,2008,79.0,0.59,0.8,0.16,8.2,7.5,4.0,21.1,1.2
361,Amar'e Stoudemire,2009,53.0,0.54,0.84,0.43,7.2,8.3,2.1,18.1,1.3
362,Amar'e Stoudemire,2010,82.0,0.56,0.77,0.17,9.7,4.8,2.1,18.9,0.9
363,Amar'e Stoudemire,2011,78.0,0.5,0.79,0.44,7.8,13.2,3.8,17.6,1.2
364,Amar'e Stoudemire,2012,47.0,0.48,0.76,0.24,7.9,6.3,2.3,19.8,1.3
365,Amar'e Stoudemire,2015,39.33,0.56,0.71,0.0,9.5,6.27,2.23,19.77,1.2
366,Amir Johnson,2006,3.0,0.7,1.0,0.67,9.0,13.4,3.7,3.1,0.0
367,Amir Johnson,2007,8.0,0.55,0.79,0.0,14.4,4.1,8.1,21.1,2.2
368,Amir Johnson,2010,82.0,0.62,0.64,0.0,12.9,5.0,3.5,19.1,1.6
369,Amir Johnson,2011,72.0,0.57,0.79,0.0,11.8,6.8,3.6,17.8,1.5
370,Amir Johnson,2012,64.0,0.58,0.69,0.4,11.4,8.7,3.6,19.4,1.1
371,Amir Johnson,2013,81.0,0.55,0.73,0.38,11.4,8.7,3.8,20.0,1.8
372,Amir Johnson,2014,77.0,0.56,0.64,0.3,9.0,8.7,3.2,17.6,1.3
373,Amir Johnson,2015,75.0,0.57,0.61,0.41,9.3,9.4,2.4,17.3,1.1
374,Amir Johnson,2016,79.0,0.58,0.57,0.23,10.3,11.4,3.6,19.6,1.4
375,Amir Johnson,2017,80.0,0.58,0.67,0.41,8.2,13.0,3.2,17.0,1.6
376,Anderson Varejao,2005,54.0,0.51,0.54,0.0,14.6,4.9,3.3,20.7,2.5
377,Anderson Varejao,2006,48.0,0.53,0.51,0.0,11.9,4.0,1.9,24.8,2.2
378,Anderson Varejao,2007,81.0,0.48,0.62,0.0,11.2,6.0,2.1,21.8,2.1
379,Anderson Varejao,2008,48.0,0.46,0.6,0.0,11.2,6.3,1.6,23.6,1.5
380,Anderson Varejao,2009,81.0,0.54,0.62,0.0,8.9,5.4,2.3,20.6,1.8
381,Anderson Varejao,2010,76.0,0.57,0.66,0.2,10.9,6.1,2.4,20.4,1.7
382,Anderson Varejao,2011,31.0,0.53,0.67,0.0,11.0,7.4,2.9,24.1,1.4
383,Anderson Varejao,2012,25.0,0.51,0.67,0.0,15.2,9.7,1.6,26.8,2.3
384,Anderson Varejao,2013,25.0,0.48,0.76,0.0,16.9,15.4,1.3,30.1,2.1
385,Anderson Varejao,2014,65.0,0.5,0.68,0.0,11.4,12.2,1.8,28.2,2.0
386,Anderson Varejao,2015,26.0,0.56,0.73,0.0,10.4,9.1,2.0,20.1,1.6
387,Anderson Varejao,2016,42.0,0.42,0.7,0.0,8.65,9.55,1.45,23.55,1.7
388,Andrae Patterson,1999,35.0,0.44,0.78,0.0,11.0,8.6,1.9,14.9,3.5
389,Andray Blatche,2006,29.0,0.39,0.83,0.23,7.7,9.5,3.1,17.8,1.5
390,Andray Blatche,2007,56.0,0.44,0.61,0.15,12.6,8.8,3.6,19.8,1.3
391,Andray Blatche,2008,82.0,0.47,0.7,0.23,11.2,9.2,5.7,18.8,1.7
392,Andray Blatche,2009,71.0,0.47,0.7,0.24,8.5,11.8,3.5,17.9,1.6
393,Andray Blatche,2010,81.0,0.48,0.74,0.3,7.9,13.8,2.4,18.2,2.0
394,Andray Blatche,2011,64.0,0.44,0.78,0.22,9.3,11.7,1.8,18.7,2.3
395,Andray Blatche,2012,26.0,0.38,0.67,0.29,7.5,7.3,2.1,19.6,1.7
396,Andray Blatche,2013,82.0,0.51,0.68,0.14,12.2,10.5,2.7,19.6,3.0
397,Andray Blatche,2014,73.0,0.48,0.74,0.28,8.9,12.8,2.0,19.9,2.4
398,Andre Barrett,2005,25.33,0.37,0.74,0.28,2.87,22.83,0.17,7.2,2.0
399,Andre Barrett,2006,12.67,0.38,0.81,0.1,4.23,24.57,0.0,8.07,1.3
400,Andre Barrett,2008,4.0,0.4,0.5,0.33,0.0,44.3,0.0,4.7,0.0
401,Andre Brown,2007,38.0,0.57,0.6,0.0,11.4,1.2,1.1,21.4,1.2
402,Andre Drummond,2013,60.0,0.61,0.37,0.5,15.4,4.1,6.1,27.2,2.5
403,Andre Drummond,2014,81.0,0.62,0.42,0.0,17.5,2.2,4.0,27.7,2.0
404,Andre Drummond,2015,82.0,0.51,0.39,0.0,18.3,3.9,4.8,30.1,1.5
405,Andre Drummond,2016,81.0,0.52,0.36,0.33,15.6,4.4,3.2,34.2,2.3
406,Andre Drummond,2017,81.0,0.53,0.39,0.29,15.1,5.9,3.1,36.3,2.6
407,Andre Emmett,2012,6.0,0.57,0.62,0.0,5.0,3.6,1.7,10.6,2.4
408,Andre Iguodala,2005,82.0,0.49,0.74,0.33,3.7,14.3,1.4,15.9,2.6
409,Andre Iguodala,2006,82.0,0.5,0.75,0.35,4.4,12.9,0.5,13.8,2.3
410,Andre Iguodala,2007,76.0,0.45,0.82,0.31,3.0,23.8,0.8,14.0,2.6
411,Andre Iguodala,2008,82.0,0.46,0.72,0.33,3.1,20.3,1.2,13.4,2.8
412,Andre Iguodala,2009,82.0,0.47,0.72,0.31,3.3,22.4,0.9,14.0,2.1
413,Andre Iguodala,2010,82.0,0.44,0.73,0.31,3.0,23.7,1.4,16.8,2.3
414,Andre Iguodala,2011,67.0,0.44,0.69,0.34,2.8,26.4,1.2,15.2,2.1
415,Andre Iguodala,2012,62.0,0.45,0.62,0.39,2.8,23.7,1.0,16.4,2.6
416,Andre Iguodala,2013,80.0,0.45,0.57,0.32,3.4,22.4,1.5,13.5,2.5
417,Andre Iguodala,2014,63.0,0.48,0.65,0.35,2.9,18.2,0.7,12.6,2.3
418,Andre Iguodala,2015,77.0,0.47,0.6,0.35,2.4,14.6,0.9,10.8,2.1
419,Andre Iguodala,2016,65.0,0.48,0.61,0.35,3.4,16.3,0.8,12.4,2.0
420,Andre Iguodala,2017,76.0,0.53,0.71,0.36,3.0,16.7,1.5,13.1,1.8
421,Andre McCarter,1981,43.0,0.38,0.75,0.25,3.7,20.8,0.0,5.4,1.5
422,Andre Miller,2000,82.0,0.45,0.77,0.2,4.5,38.7,0.6,10.5,2.0
423,Andre Miller,2001,82.0,0.45,0.83,0.27,3.8,40.5,0.7,10.8,2.2
424,Andre Miller,2002,81.0,0.45,0.82,0.25,4.2,49.8,0.8,10.4,2.2
425,Andre Miller,2003,80.0,0.41,0.8,0.21,3.3,31.3,0.3,9.0,1.8
426,Andre Miller,2004,82.0,0.46,0.83,0.18,5.0,29.1,0.6,9.7,2.6
427,Andre Miller,2005,82.0,0.48,0.84,0.15,4.1,32.2,0.2,9.6,2.2
428,Andre Miller,2006,82.0,0.46,0.74,0.18,3.7,36.2,0.5,10.2,1.8
429,Andre Miller,2007,53.33,0.47,0.77,0.15,3.8,35.23,0.27,10.2,1.97
430,Andre Miller,2008,82.0,0.49,0.77,0.09,3.7,32.0,0.2,9.1,1.8
431,Andre Miller,2009,82.0,0.47,0.83,0.28,4.9,30.2,0.4,9.9,2.0
432,Andre Miller,2010,82.0,0.44,0.82,0.2,4.0,30.3,0.3,9.2,2.0
433,Andre Miller,2011,81.0,0.46,0.85,0.11,4.3,35.7,0.4,9.9,2.3
434,Andre Miller,2012,66.0,0.44,0.81,0.22,3.5,36.5,0.4,10.5,1.8
435,Andre Miller,2013,82.0,0.48,0.84,0.27,3.2,32.2,0.4,9.1,1.7
436,Andre Miller,2014,38.67,0.46,0.79,0.56,3.13,29.63,0.67,11.8,1.8
437,Andre Miller,2015,54.0,0.5,0.75,0.19,3.4,34.5,0.4,10.2,1.3
438,Andre Miller,2016,26.0,0.55,0.74,0.25,3.17,27.6,0.0,9.9,1.8
439,Andre Owens,2006,23.0,0.36,0.67,0.19,6.3,6.8,0.0,5.8,1.3
440,Andre Owens,2008,31.0,0.37,0.74,0.45,3.5,17.6,0.6,9.6,1.6
441,Andre Roberson,2014,40.0,0.48,0.7,0.15,10.7,5.2,2.0,15.6,2.4
442,Andre Roberson,2015,67.0,0.46,0.48,0.25,5.1,7.4,1.8,16.0,2.1
443,Andre Roberson,2016,70.0,0.5,0.61,0.31,5.9,4.0,2.0,11.4,1.7
444,Andre Roberson,2017,79.0,0.46,0.42,0.24,4.6,4.6,2.7,14.2,1.9
445,Andre Spencer,1993,18.5,0.45,0.76,0.0,10.25,8.35,1.05,11.45,1.85
446,Andre Turner,1988,12.0,0.35,0.71,0.14,4.2,30.6,0.6,4.2,3.3
447,Andre Turner,1990,9.5,0.32,1.0,0.0,2.65,30.25,0.0,3.5,3.75
448,Andre Turner,1991,70.0,0.44,0.74,0.36,2.9,31.6,0.0,9.1,2.2
449,Andre Turner,1992,70.0,0.42,0.79,0.06,2.1,28.2,0.1,9.4,3.2
450,Andrea Bargnani,2007,65.0,0.43,0.82,0.37,3.7,5.1,2.5,14.8,1.0
451,Andrea Bargnani,2008,78.0,0.39,0.84,0.34,3.2,7.4,1.6,15.2,0.7
452,Andrea Bargnani,2009,78.0,0.45,0.83,0.41,3.4,6.4,3.1,16.4,0.7
453,Andrea Bargnani,2010,80.0,0.47,0.77,0.37,4.6,5.4,3.0,15.9,0.5
454,Andrea Bargnani,2011,66.0,0.45,0.82,0.34,3.6,8.8,1.5,13.9,0.7
455,Andrea Bargnani,2012,31.0,0.43,0.87,0.3,2.8,11.6,1.2,16.6,0.9
456,Andrea Bargnani,2013,35.0,0.4,0.84,0.31,3.0,6.6,1.8,12.3,1.1
457,Andrea Bargnani,2014,42.0,0.44,0.82,0.28,6.3,6.1,3.7,14.7,0.6
458,Andrea Bargnani,2015,29.0,0.45,0.81,0.37,4.6,11.3,2.9,14.4,0.1
459,Andrea Bargnani,2016,46.0,0.46,0.82,0.19,4.9,4.8,1.1,12.4,0.3
460,Andrei Kirilenko,2002,82.0,0.45,0.77,0.25,8.3,7.4,5.9,14.2,2.9
461,Andrei Kirilenko,2003,80.0,0.49,0.8,0.32,8.4,10.6,6.1,14.4,2.9
462,Andrei Kirilenko,2004,78.0,0.44,0.79,0.34,9.5,15.7,6.3,17.5,2.9
463,Andrei Kirilenko,2005,41.0,0.49,0.78,0.3,8.0,17.4,8.5,15.7,2.7
464,Andrei Kirilenko,2006,69.0,0.46,0.7,0.31,7.4,20.5,7.0,18.4,2.1
465,Andrei Kirilenko,2007,70.0,0.47,0.73,0.21,5.2,14.5,5.8,14.3,1.9
466,Andrei Kirilenko,2008,72.0,0.51,0.77,0.38,6.7,18.2,4.0,11.9,2.0
467,Andrei Kirilenko,2009,67.0,0.45,0.78,0.27,5.5,14.7,3.3,15.3,2.3
468,Andrei Kirilenko,2010,58.0,0.51,0.74,0.29,5.5,14.0,3.4,12.9,2.5
469,Andrei Kirilenko,2011,64.0,0.47,0.77,0.37,6.0,14.9,3.0,13.8,2.1
470,Andrei Kirilenko,2013,64.0,0.51,0.75,0.29,5.6,14.4,2.4,15.1,2.4
471,Andrei Kirilenko,2014,45.0,0.51,0.51,0.2,7.7,13.1,1.9,12.7,2.4
472,Andres Guibert,1995,17.0,0.34,0.68,0.0,11.9,9.8,0.4,21.1,2.5
473,Andres Nocioni,2005,81.0,0.4,0.77,0.26,4.1,10.9,1.3,18.6,1.0
474,Andres Nocioni,2006,82.0,0.46,0.84,0.39,4.6,9.0,1.8,21.0,0.9
475,Andres Nocioni,2007,53.0,0.47,0.85,0.38,3.4,7.0,1.3,20.9,1.0
476,Andres Nocioni,2008,82.0,0.43,0.81,0.36,2.6,8.3,1.7,17.0,0.6
477,Andres Nocioni,2009,50.67,0.43,0.79,0.41,3.17,8.53,1.3,18.07,0.97
478,Andres Nocioni,2010,75.0,0.4,0.72,0.39,2.5,8.0,1.3,14.9,1.1
479,Andres Nocioni,2011,54.0,0.43,0.8,0.36,2.4,7.4,1.2,18.6,0.8
480,Andres Nocioni,2012,11.0,0.25,0.55,0.17,2.0,2.6,1.3,25.9,1.0
481,Andrew Bogut,2006,82.0,0.53,0.63,0.0,9.4,13.4,2.3,19.8,1.1
482,Andrew Bogut,2007,66.0,0.55,0.58,0.2,8.7,13.9,1.2,21.9,1.1
483,Andrew Bogut,2008,78.0,0.51,0.59,0.0,10.2,12.4,3.9,23.4,1.2
484,Andrew Bogut,2010,69.0,0.52,0.63,0.0,10.1,10.3,6.2,26.4,0.9
485,Andrew Bogut,2011,65.0,0.5,0.44,0.0,9.8,10.4,5.8,27.1,1.1
486,Andrew Bogut,2012,12.0,0.45,0.61,0.0,6.5,13.7,5.0,24.3,1.7
487,Andrew Bogut,2013,32.0,0.45,0.5,1.0,9.8,12.5,5.5,24.1,1.3
488,Andrew Bogut,2016,70.0,0.63,0.48,1.0,9.5,14.8,5.8,26.0,1.1
489,Andrew Bogut,2017,26.5,0.47,0.27,0.0,10.65,12.3,3.9,33.9,1.2
490,Andrew Bynum,2007,82.0,0.56,0.67,0.0,9.2,8.2,5.4,22.3,0.3
491,Andrew Bynum,2010,65.0,0.57,0.74,0.0,10.1,5.8,3.6,20.4,0.9
492,Andrew Bynum,2012,60.0,0.56,0.69,0.2,10.6,7.4,4.0,26.1,0.7
493,Andrew DeClercq,1996,22.0,0.48,0.58,0.0,10.1,6.8,1.8,12.0,1.8
494,Andrew DeClercq,1998,81.0,0.5,0.6,0.0,12.8,5.9,2.5,18.0,2.9
495,Andrew Gaze,1994,7.0,0.47,1.0,0.5,1.6,10.3,0.9,10.2,1.4
496,Andrew Goudelock,2012,40.0,0.39,0.92,0.37,1.4,8.0,0.0,6.6,0.5
497,Andrew Goudelock,2016,8.0,0.45,0.75,0.11,2.2,13.3,3.3,2.2,5.9
498,Andrew Harrison,2017,72.0,0.32,0.76,0.28,1.7,20.0,1.3,9.0,1.9
499,Andrew Lang,1991,63.0,0.58,0.72,0.0,11.3,2.9,6.3,17.2,0.7
500,Andrew Lang,1992,81.0,0.52,0.77,0.0,10.0,2.8,5.9,20.1,1.2
501,Andrew Lang,1993,73.0,0.42,0.76,0.2,7.9,5.8,4.5,17.4,1.2
502,Andrew Lang,1994,82.0,0.47,0.69,0.25,8.6,4.6,3.5,12.8,1.2
503,Andrew Lang,1995,82.0,0.47,0.81,0.67,7.5,5.0,4.6,15.4,1.0
504,Andrew Lang,1996,47.33,0.44,0.8,0.23,7.83,3.73,4.47,15.97,0.87
505,Andrew Lang,1998,57.0,0.38,0.77,0.0,9.8,3.5,2.9,17.3,1.4
506,Andrew Nicholson,2014,76.0,0.43,0.82,0.32,5.1,3.5,1.5,19.5,0.8
507,Andrew Nicholson,2015,40.0,0.44,0.6,0.32,3.8,7.3,2.0,15.2,0.6
508,Andrew Nicholson,2016,56.0,0.47,0.78,0.36,4.5,4.8,2.2,22.8,0.6
509,Andrew Nicholson,2017,25.33,0.39,0.74,0.18,4.73,4.1,1.23,15.83,2.23
510,Andrew Toney,1981,75.0,0.5,0.71,0.31,2.1,22.4,0.3,6.4,1.5
511,Andrew Toney,1982,77.0,0.52,0.74,0.42,2.7,23.1,0.5,5.1,1.6
512,Andrew Toney,1983,81.0,0.5,0.79,0.29,1.9,22.5,0.4,7.5,1.5
513,Andrew Toney,1984,78.0,0.53,0.84,0.32,2.6,23.7,0.5,5.9,1.3
514,Andrew Toney,1985,70.0,0.49,0.86,0.37,1.8,24.3,0.6,7.1,1.4
515,Andrew Toney,1986,6.0,0.31,0.38,0.0,2.7,19.5,0.0,4.0,1.1
516,Andrew Toney,1987,52.0,0.45,0.8,0.33,1.8,27.2,0.4,7.3,0.8
517,Andrew Toney,1988,29.0,0.42,0.81,0.33,1.8,30.9,0.7,8.7,1.1
518,Andrew Wiggins,2015,82.0,0.44,0.76,0.31,5.0,9.8,1.3,9.5,1.5
519,Andrew Wiggins,2016,81.0,0.46,0.76,0.3,4.4,10.1,1.3,7.5,1.4
520,Andrew Wiggins,2017,82.0,0.45,0.76,0.36,3.9,10.6,0.8,8.8,1.4
521,Andris Biedrins,2005,30.0,0.58,0.48,0.0,12.7,4.9,4.4,21.1,1.6
522,Andris Biedrins,2009,62.0,0.58,0.55,0.0,13.0,10.0,3.6,27.4,1.7
523,Andy Rautins,2011,5.0,0.43,0.5,0.25,0.0,18.7,0.0,4.8,2.1
524,Andy Toolson,1991,47.0,0.4,0.76,0.38,8.6,9.3,0.3,8.2,1.5
525,Andy Toolson,1996,13.0,0.36,0.75,0.25,0.0,2.9,0.0,13.5,0.0
526,Anfernee Hardaway,1994,82.0,0.47,0.74,0.27,7.2,26.6,1.1,9.1,3.2
527,Anfernee Hardaway,1995,77.0,0.51,0.77,0.35,5.7,28.5,0.6,7.5,2.3
528,Anfernee Hardaway,1996,82.0,0.51,0.77,0.31,5.1,32.2,1.0,8.5,2.9
529,Anfernee Hardaway,1997,59.0,0.45,0.82,0.32,4.2,28.5,1.2,9.8,2.3
530,Anfernee Hardaway,1998,19.0,0.38,0.76,0.3,1.5,20.4,1.7,13.1,2.5
531,Anfernee Hardaway,1999,50.0,0.42,0.71,0.29,4.3,25.1,0.9,12.8,3.1
532,Anfernee Hardaway,2000,60.0,0.47,0.79,0.32,4.6,22.8,1.2,12.4,2.1
533,Anfernee Hardaway,2001,4.0,0.42,0.64,0.25,5.0,22.0,0.6,13.4,2.8
534,Anfernee Hardaway,2002,80.0,0.42,0.81,0.28,4.4,21.1,0.9,11.7,2.6
535,Anfernee Hardaway,2003,58.0,0.45,0.79,0.36,4.2,21.5,1.1,12.3,1.9
536,Anfernee Hardaway,2004,50.67,0.41,0.81,0.38,3.77,14.3,0.7,11.63,1.77
537,Anfernee Hardaway,2005,37.0,0.42,0.74,0.3,2.5,13.2,0.3,9.3,1.7
538,Anfernee Hardaway,2006,4.0,0.29,1.0,0.0,0.0,17.0,0.0,17.1,1.5
539,Anfernee Hardaway,2008,16.0,0.37,0.89,0.42,1.1,16.8,0.2,12.0,3.1
540,Ansu Sesay,2004,57.0,0.46,0.7,0.29,8.8,5.4,2.6,9.8,1.7
541,Ansu Sesay,2005,16.0,0.4,0.54,0.25,14.6,14.9,1.7,17.8,0.8
542,Antawn Jamison,1999,47.0,0.45,0.59,0.3,12.9,5.9,1.1,17.6,1.9
543,Antawn Jamison,2000,43.0,0.47,0.61,0.29,10.9,10.9,0.7,13.5,1.0
544,Antawn Jamison,2001,82.0,0.44,0.72,0.3,8.1,9.5,0.6,14.8,1.7
545,Antawn Jamison,2002,82.0,0.45,0.73,0.32,7.3,9.6,1.0,12.5,1.2
546,Antawn Jamison,2003,82.0,0.47,0.79,0.31,6.5,8.6,0.9,12.5,1.2
547,Antawn Jamison,2004,82.0,0.54,0.75,0.4,10.4,4.7,0.9,13.5,1.8
548,Antawn Jamison,2005,68.0,0.44,0.76,0.34,6.7,10.7,0.5,16.1,1.1
549,Antawn Jamison,2006,82.0,0.44,0.73,0.39,5.7,8.7,0.3,21.8,1.4
550,Antawn Jamison,2007,70.0,0.45,0.74,0.36,5.6,8.8,1.0,19.0,1.5
551,Antawn Jamison,2008,79.0,0.44,0.76,0.34,8.0,7.2,0.9,23.3,1.9
552,Antawn Jamison,2009,81.0,0.47,0.75,0.35,7.2,9.1,0.7,20.5,1.6
553,Antawn Jamison,2010,44.0,0.47,0.62,0.34,6.43,6.23,0.73,20.4,1.57
554,Antawn Jamison,2011,56.0,0.43,0.73,0.35,5.2,9.6,1.2,18.5,1.4
555,Antawn Jamison,2012,65.0,0.4,0.68,0.34,6.3,11.9,1.5,15.7,1.2
556,Antawn Jamison,2013,76.0,0.46,0.69,0.36,7.5,5.0,1.0,16.6,0.9
557,Antawn Jamison,2014,22.0,0.32,0.72,0.2,4.2,4.1,0.9,19.9,1.8
558,Anthony Avent,1993,82.0,0.43,0.65,0.0,9.0,5.9,2.1,17.0,1.2
559,Anthony Bennett,2014,52.0,0.36,0.64,0.24,8.1,4.0,1.0,18.4,1.6
560,Anthony Bennett,2015,57.0,0.42,0.64,0.3,6.5,8.7,1.4,21.6,1.5
561,Anthony Bennett,2016,19.0,0.3,0.9,0.21,8.3,0.0,0.0,22.8,3.1
562,Anthony Bennett,2017,23.0,0.41,0.72,0.27,10.1,7.1,0.9,21.0,0.9
563,Anthony Bonner,1992,79.0,0.45,0.63,0.25,9.0,7.6,0.7,13.9,2.0
564,Anthony Bonner,1993,70.0,0.46,0.59,0.0,11.4,7.6,0.6,17.5,2.3
